2100657808,421435099
108695120,727340362
1984824968,421435099
108695120,28202705
108695120,1105096940
1984824968,256349701
2100657808,256349701
2100657808,1113185140
108695120,1029495284
53191160,829342924
53191160,1076700775
53191160,101387984
1781216144,1186076142
108695120,1681306205
53191160,1143167103
53191160,146976237
53191160,1593664733
108695120,1098378247
1087350456,1470213078
53191160,736108234
1984824968,1861185557
108695120,1423827887
53191160,1114330905
2100657808,1681306205
1087350456,1754175902
1087350456,146976237
108695120,736883723
730105568,20173581
2100657808,1029495284
1087350456,1509386554
1984824968,1782368425
730105568,1143167103
1490032232,1725065278
108695120,1966235233
108695120,382109387
2100657808,300861361
108695120,259697095
108695120,149274376
108695120,1089695831
108695120,441143875
1087350456,20173581
1984824968,834265994
53191160,539789849
1087350456,476679750
1087350456,2057699620
53191160,1606308592
1087350456,411082457
1984824968,537368914
2100657808,736883723
2100657808,1098378247
2100657808,1966235233
730105568,1733364362
53191160,1051944912
108695120,1137674105
2100657808,799209510
108695120,2036807138
2100657808,1089695831
730105568,146976237
1087350456,498952980
1984824968,895878681
730105568,1358307012
1490032232,256349701
1087350456,539789849
53191160,2088588311
53191160,74098204
730105568,644913879
2100657808,537368914
1490032232,851206047
108695120,1197875805
108695120,488608745
53191160,2098404650
53191160,1073211509
1490032232,488608745
1087350456,317059693
1087350456,1073211509
730105568,1443974329
1087350456,74098204
1087350456,370919899
1490032232,1924741364
730105568,1548233763
1087350456,2021672246
1087350456,483157145
2100657808,272155286
108695120,1924741364
1490032232,2146175509
2100657808,488608745
1087350456,289845948
730105568,2093571534
2007694848,1344484102
1490032232,82642047
775876320,337532379
108695120,1343648892
1781216144,1323468062
2100657808,1924741364
108695120,544382771
108695120,82642047
108695120,805762538
1490032232,1089695831
775876320,2097744783
2100657808,82642047
730105568,334760913
108695120,636303968
1781216144,672291623
108695120,198818851
851333768,2146175509
1490032232,1681306205
1838156680,256349701
108695120,1957454631
1984824968,62059387
851333768,1089695831
1432891888,28202705
1490032232,1274658682
1087350456,756144202
279656392,446340884
1781216144,1530918557
851333768,441143875
775876320,1571324867
108695120,1111000549
1490032232,1808582576
1432891888,446340884
108695120,946591193
2100657808,1148575034
1461759192,1966235233
108695120,1726227946
1461759192,1089695831
2100657808,636303968
1838156680,441143875
1490032232,736883723
108695120,1055422675
775876320,543574464
2100657808,1197875805
851333768,382109387
53191160,2110228195
108695120,813663393
108695120,710446735
202912032,1089695831
1490032232,1029495284
279656392,2146175509
851333768,198818851
851333768,1616629353
1490032232,1113185140
2100657808,2059674292
1461759192,2146175509
851333768,1113185140
108695120,1374123143
430726472,1065197039
1490032232,834265994
730105568,2088588311
851333768,188385700
1490032232,849832343
202912032,272155286
283327272,1989010356
2100657808,76143124
1838156680,2059674292
1838156680,1089695831
730105568,370919899
851333768,1681306205
2100657808,1184942041
1490032232,55195403
